Unique_ID,Extract_Date,Age_Of_Account,Num_Periods_Since_1st_Statement,Type_Of_Application,Days_Since_Most_Recent_Order,Num_Orders_L4_6P,Ave_Item_Value_L13P,Num_Items_Ordered_L13P,Ave_Num_Items_Per_Order_L4_6P,Value_Last_Payment,Num_Payments_CTD,Days_Since_Most_Recent_Payment,Num_Payments_To_Date,Num_Payments_L4_6P,Value_Payments_L3P,Value_Payments_L4_6P,Ave_Payment_Value_L4_6P,Ave_Payment_Value_L13P,Ave_Pmnt_Over_Bal_L13P_Perc,Ave_Current_Balance_L4_6P,Current_Bal_Over_Ave_Bal_L4_6P,Curr_Bal_Over_Highest_Bal_L4_6P,Current_Arrears_Amount,Num_1_Missed_Payment_L4_6P,Num_2_Or_More_Missed_Pmnts_L4_6P,Value_HR_Orders_Perc_Orders_L13P,Num_Account_Reviews_L13P,Ave_Order_Value_L13P,Num_Active_Accs_Not_In_Arrears,Bureau_Index_Retail,WS_L6M_Accs_Open_More_Than_12M,Num_Inactive_Accs_Sole_Joint,Good_Bad_Flag,Random_Number
3072,20100318,24,24,C,136,2,16,10,5,20,2,7,14,1,40,20,20,32,8,187,130,99,0,1,1,0,13,82,1,25,1,1,G,0.594350359
3073,20100318,24,24,C,100,2,26,23,4,5,0,61,13,2,5,63,31,33,4,547,128,115,142,1,0,7,13,66,2,15,1,0,I,0.950052903
3074,20100318,24,24,C,89,2,48,19,8,0,0,36,9,2,0,100,50,51,4,460,150,113,138,1,0,0,13,182,2,10,1,3,I,0.592369246
3075,20091203,20,20,C,346,0,21,19,0,50,0,30,12,1,90,50,50,42,22,457,101,97,46,0,3,5,13,98,-2,30,N,1,I,0.528338742
3076,20090917,18,17,T,138,1,15,55,2,55,0,56,9,1,55,66,66,38,7,454,116,109,62,1,1,2,13,119,-2,15,1,1,B,0.429704706
3077,20100318,24,24,C,157,1,28,9,2,0,0,113,1,1,0,10,10,10,3,46,223,108,40,1,0,0,7,84,1,60,0,1,G,0.40209346
3078,20091203,20,20,C,127,2,72,14,3,40,0,112,14,2,0,60,30,24,17,716,122,114,190,1,0,51,13,145,2,25,0,2,B,0.498227088
3079,20100318,24,24,C,98,2,35,20,2,32,0,120,14,2,0,93,46,41,4,563,132,115,154,1,0,33,13,99,2,50,0,0,B,0.100397702
3080,20090917,18,17,C,112,2,25,45,7,30,0,121,11,2,0,55,27,18,4,492,160,116,153,1,0,8,13,188,5,15,U,4,B,0.217945872
3081,20091203,20,20,C,376,0,0,0,0,30,0,119,9,2,0,60,30,26,23,269,123,112,68,1,1,0,13,0,1,40,0,4,I,0.619338174
3082,20091203,20,20,C,203,0,36,15,0,20,1,15,15,2,20,53,27,21,14,402,116,108,0,1,1,65,13,108,-2,30,N,2,I,0.167157349
3083,20090917,18,17,C,211,0,38,16,0,43,0,120,10,2,0,53,27,24,6,343,129,116,93,1,1,0,13,86,2,20,1,0,I,0.466092562
3084,20100318,24,24,C,136,1,84,13,4,60,0,108,16,3,0,190,63,53,4,1117,114,112,275,3,0,42,13,156,1,25,0,1,B,0.830927743
3085,20100318,24,24,C,93,4,23,59,8,10,1,26,23,2,40,90,45,33,5,685,138,109,161,1,0,12,13,135,0,20,3,2,I,0.165557731
3086,20090917,18,17,T,255,0,14,18,0,20,1,8,10,1,60,20,20,18,5,330,88,86,0,0,3,16,13,123,3,15,6,4,I,0.369555415
3087,20091203,20,20,C,450,0,0,0,0,65,0,128,6,1,0,65,65,55,48,282,122,111,71,1,1,0,13,0,-2,25,N,0,G,0.728915241
3088,20091203,20,20,T,205,0,47,13,0,81,0,176,16,2,0,81,40,56,20,689,114,108,170,1,1,0,11,102,3,15,5,9,I,0.701373372
3089,20100318,24,24,C,119,2,20,6,3,5,1,21,13,2,5,60,30,31,2,602,130,114,158,1,1,0,12,60,3,25,4,9,I,0.815897081
3090,20091203,20,20,C,190,0,70,2,0,35,0,47,12,1,65,30,30,38,18,549,97,94,29,0,3,57,13,70,3,35,3,3,G,0.025546408
3091,20100318,24,24,C,105,3,30,7,2,50,0,127,14,1,0,50,50,29,5,316,138,120,88,1,1,19,13,53,3,30,0,0,B,0.766985912
3092,20091203,20,20,C,269,0,37,7,0,31,0,114,7,1,0,31,31,28,62,159,136,128,44,1,1,5,13,258,-2,10,4,9,B,0.194356923
3093,20100318,24,24,C,131,2,13,103,13,80,0,140,17,1,0,80,80,77,5,749,198,112,304,1,0,27,12,106,-2,20,N,0,B,0.545444601
3094,20090917,18,17,C,196,0,42,6,0,100,1,15,9,0,120,0,0,30,9,218,124,79,0,1,1,43,12,85,2,25,2,1,I,0.568887321
3095,20090917,18,17,C,241,0,24,17,0,20,0,54,13,2,20,60,30,23,4,497,114,110,104,2,0,16,13,81,4,-2,1,4,B,0.771792517
3096,20100318,24,24,C,184,0,45,2,0,21,0,115,17,2,0,43,22,22,4,359,125,119,94,1,0,56,13,45,0,20,N,0,B,0.261130204
3097,20100318,24,24,C,100,4,55,18,2,0,0,64,13,2,34,79,40,37,4,629,130,109,135,2,0,8,13,142,1,25,1,3,B,0.127710542
3098,20100318,24,24,C,147,1,28,18,14,30,0,140,14,2,0,60,30,26,5,346,147,119,101,1,0,46,13,165,0,30,N,0,B,0.037893723
3099,20090917,18,17,T,141,1,22,44,17,27,0,127,14,2,0,57,29,28,5,554,164,118,176,1,0,0,13,162,-2,10,4,0,B,0.826226582
3100,20091203,20,20,I,233,0,29,6,0,30,0,68,8,1,30,30,30,21,23,282,108,93,37,1,1,0,12,59,-2,15,4,0,I,0.83813239
3101,20090917,18,17,C,135,1,49,17,2,50,0,33,7,1,50,45,45,70,14,373,146,101,48,1,1,85,12,104,1,15,4,5,G,0.705972797
3102,20100318,24,23,T,220,0,151,2,0,20,0,128,5,3,0,81,27,27,3,310,127,121,82,1,0,83,9,302,5,30,1,3,B,0.075955405
3103,20100318,24,23,C,135,1,30,33,3,30,0,54,19,2,62,62,31,27,5,590,122,106,94,1,0,15,13,89,8,25,3,9,G,0.616799718
3104,20100318,24,24,C,642,0,0,0,0,10,0,119,10,2,0,20,10,10,5,87,168,148,40,1,0,0,13,0,0,20,3,2,G,0.005024265
3105,20100318,24,24,C,478,0,0,0,0,10,0,37,14,2,20,20,10,39,22,101,75,69,10,0,3,0,13,0,2,55,2,9,G,0.641084655
3106,20090917,17,17,C,348,0,360,1,0,29,0,122,3,1,0,29,29,33,4,225,125,111,57,2,0,0,12,360,4,55,1,2,G,0.389913016
3107,20090917,17,17,I,203,0,24,8,0,41,0,134,7,1,0,41,41,23,4,240,128,120,62,1,1,0,13,65,4,15,3,0,I,0.145807298
3108,20100318,24,24,C,478,0,0,0,0,10,0,38,17,2,20,35,18,15,6,175,122,107,25,1,1,0,13,0,1,30,0,1,G,0.688053243
3109,20090917,17,17,C,143,3,32,18,2,20,0,47,13,2,45,70,35,24,6,398,138,114,69,1,1,3,13,71,-2,35,N,0,B,0.897153407
3110,20100318,24,24,C,148,1,45,40,1,100,0,58,17,1,100,87,87,62,4,1580,115,109,388,1,1,7,13,162,-2,30,N,1,B,0.135638052
3111,20091203,20,20,C,105,1,337,4,2,60,0,113,17,2,0,120,60,57,20,1026,166,113,331,1,0,89,13,450,-2,15,1,5,B,0.449133538
3112,20100318,24,24,T,240,0,21,14,0,80,1,16,12,1,80,46,46,34,6,395,98,91,19,1,1,0,12,99,-2,25,3,0,I,0.199036843
3113,20090917,17,17,T,318,0,18,15,0,30,2,9,11,3,70,90,30,24,11,114,89,55,0,0,2,27,12,89,1,25,0,2,G,0.990210077
3114,20091203,20,19,C,285,0,16,47,0,90,0,120,12,2,0,130,65,43,20,566,113,102,137,1,1,0,12,67,-2,25,N,1,B,0.605794229
3115,20100318,24,24,C,274,0,19,16,0,10,4,2,21,1,100,25,25,14,7,236,122,80,0,0,2,0,12,103,4,15,4,0,G,0.838854393
3116,20090917,17,17,C,334,0,15,3,0,20,0,124,5,1,0,20,20,18,11,58,188,166,40,2,0,0,12,45,3,30,3,7,G,0.135893655
3117,20090917,17,17,I,127,9,18,74,3,0,0,115,12,3,0,62,21,29,8,536,148,115,164,1,0,23,13,54,0,25,N,0,B,0.958596584
3118,20100318,24,24,T,502,0,0,0,0,13,0,138,16,1,0,13,13,12,7,136,133,117,38,2,1,0,12,0,5,30,4,3,B,0.805323887
3119,20091203,20,20,I,154,1,25,8,2,44,0,96,9,1,44,18,18,31,20,398,128,111,85,1,1,0,13,100,3,10,0,5,B,0.751295439
3120,20090917,17,17,T,117,1,71,5,3,0,0,98,10,1,0,38,38,26,5,325,126,113,85,2,0,14,13,176,1,10,4,0,B,0.30043733
3121,20100318,24,23,T,110,2,80,33,3,90,0,115,21,3,0,336,112,76,5,2004,114,110,498,2,0,27,12,190,-2,15,N,0,B,0.258652703
3122,20091203,20,20,C,190,0,55,16,0,23,0,177,12,0,0,0,0,15,11,661,109,103,154,1,2,64,11,88,2,15,0,4,E,0.381004597
3123,20090917,17,17,C,131,3,21,41,1,0,0,110,11,1,0,27,27,21,3,358,197,112,124,1,0,4,12,59,1,5,U,4,B,0.85567583
3124,20100318,24,24,I,477,0,0,0,0,43,1,19,17,2,130,65,33,41,9,428,76,74,0,0,3,0,12,0,2,60,0,2,G,0.987054645
3125,20090917,17,16,T,327,0,16,20,0,30,0,138,6,1,0,30,30,25,4,276,127,122,74,2,0,17,12,162,1,40,2,0,B,0.841663097
3126,20091203,20,20,I,198,0,82,3,0,60,0,117,13,2,0,83,41,27,16,489,118,114,123,1,1,0,13,123,0,15,N,0,I,0.880310689
3127,20100318,24,24,C,115,2,25,41,5,50,0,117,15,2,0,86,43,34,4,762,120,116,195,1,0,7,13,103,-2,15,N,0,B,0.679998763
3128,20100318,24,23,C,112,5,49,23,3,50,0,40,21,2,65,38,19,34,4,589,206,107,189,1,0,13,12,162,1,15,3,0,I,0.481850486
3129,20100318,24,23,C,253,0,28,11,0,40,0,87,16,1,40,16,16,19,5,317,116,108,58,2,1,20,13,102,-2,15,N,0,E,0.553086064
3130,20091203,20,19,C,145,3,25,46,5,41,0,129,14,2,0,81,41,25,15,784,125,113,212,1,0,21,13,96,-2,20,N,1,I,0.802811693
3131,20100318,24,23,T,157,1,29,17,7,50,0,36,15,1,50,50,50,35,4,485,126,107,110,1,1,0,13,165,4,40,1,0,B,0.10817518
3132,20100318,24,24,T,166,1,73,31,1,0,0,170,13,0,0,0,0,215,11,543,178,113,208,1,0,19,12,451,1,30,0,2,B,0.538814714
3133,20100318,24,23,C,180,0,40,4,0,30,0,121,4,1,0,30,30,30,3,133,142,132,41,1,1,0,8,80,-2,15,N,2,B,0.108852803
3134,20091203,20,20,C,313,0,60,1,0,25,1,14,12,2,75,50,25,23,22,261,76,71,0,0,3,0,13,60,1,55,0,0,G,0.926056109
3135,20091203,20,19,C,119,9,19,24,3,26,0,121,10,2,0,51,25,23,24,341,177,117,119,1,0,30,13,51,1,15,5,1,B,0.716360138
3136,20091203,20,20,C,336,0,16,14,0,60,1,3,12,2,180,120,60,56,30,488,61,56,0,0,3,0,11,27,2,30,0,0,I,0.459264126
3137,20090917,17,17,C,134,9,37,45,2,23,0,138,10,2,0,33,17,75,11,455,140,116,132,1,0,0,13,119,-2,5,N,0,B,0.215335059
3138,20090917,17,16,T,101,1,29,7,1,100,0,131,6,1,0,100,100,36,16,155,141,104,44,2,0,0,13,102,3,40,1,3,G,0.863330717
3139,20091203,20,19,T,178,0,29,7,0,60,1,14,8,0,105,0,0,54,88,134,91,57,0,0,2,0,12,102,2,35,3,2,B,0.136979278
3140,20100318,24,23,T,365,0,0,0,0,20,1,16,17,1,43,20,20,20,4,395,102,98,0,0,3,0,13,0,5,55,U,8,I,0.925451836
3141,20091203,20,19,T,98,2,34,6,3,30,1,8,11,2,40,30,15,21,22,252,145,111,38,1,0,0,13,68,1,70,0,0,G,0.893266836
3142,20091203,20,20,C,143,1,40,12,3,20,0,126,13,2,0,40,20,16,15,364,130,119,100,1,0,61,12,95,2,15,0,0,I,0.345891292
3143,20090917,17,17,T,353,0,20,11,0,33,0,128,7,2,0,63,32,26,4,289,126,122,75,1,1,28,13,108,1,25,0,3,I,0.407525011
3144,20090917,17,17,C,294,0,17,15,0,40,1,16,8,1,70,25,25,29,10,200,96,85,0,1,1,0,13,128,-2,15,6,0,G,0.801380922
3145,20091203,20,20,T,159,1,38,18,2,13,0,133,15,2,0,33,17,15,30,328,146,118,100,1,0,0,13,99,1,40,6,9,B,0.884567808
3146,20100318,24,23,C,94,5,30,26,5,55,0,117,15,2,0,75,38,26,4,443,154,118,135,2,0,0,13,110,-2,15,6,1,B,0.694831158
3147,20090917,17,17,I,210,0,12,5,0,30,0,402,1,0,0,0,0,0,0,50,187,133,40,1,1,0,8,61,1,95,0,9,G,0.738583524
3148,20090917,17,17,C,112,1,28,18,1,30,0,119,6,1,0,30,30,59,9,227,141,124,63,2,0,0,13,85,-2,5,N,0,I,0.543015361
3149,20100318,24,23,T,166,1,22,19,5,35,0,54,15,1,35,30,30,20,6,299,113,109,40,1,2,8,13,105,2,40,1,5,G,0.342917736
3150,20100318,24,23,C,91,8,22,75,5,30,0,79,14,2,30,200,100,60,5,977,127,110,237,1,0,8,13,117,3,30,1,0,I,0.584064706
3151,20091203,20,19,T,173,1,67,10,2,0,0,148,12,1,0,20,20,17,20,427,110,94,110,2,0,4,12,134,-2,15,N,0,B,0.213041367
3152,20090917,17,16,C,444,0,0,0,0,20,1,5,5,1,20,20,20,24,14,72,135,104,0,1,1,0,13,0,2,25,4,0,B,0.20684807
3153,20100318,23,23,C,91,8,26,63,4,0,0,92,15,2,0,103,51,44,3,1105,154,119,335,1,0,16,13,111,1,15,5,1,B,0.103401634
3154,20100318,23,23,T,162,1,27,7,7,18,0,114,12,2,0,30,15,25,4,302,128,121,80,1,0,0,13,191,4,40,3,2,I,0.334798241
3155,20100318,23,23,C,122,1,32,30,11,25,1,9,18,2,50,60,30,20,5,578,120,108,104,1,0,20,13,243,-2,20,N,0,B,0.064688366
3156,20090917,17,17,I,110,1,52,9,2,22,0,131,8,1,0,22,22,15,4,225,163,122,70,2,0,28,13,93,1,15,3,0,I,0.784187602
3157,20090917,17,17,T,323,0,27,11,0,20,1,1,11,2,60,43,21,18,6,207,133,88,0,0,2,8,12,75,0,50,N,9,I,0.890558641
3158,20100318,23,23,T,117,3,28,42,2,0,0,127,12,1,0,40,40,40,4,982,114,108,242,1,1,1,12,129,1,10,0,1,B,0.292469794
3159,20091203,20,19,I,129,2,44,14,1,30,0,117,15,4,0,100,25,25,11,640,114,109,128,1,1,16,11,56,2,40,0,0,B,0.5746864
3160,20090917,17,16,T,250,0,23,38,0,80,0,40,8,1,100,100,100,71,11,451,102,96,38,1,1,8,12,97,2,15,2,2,I,0.00272926
3161,20100318,23,23,C,108,7,50,17,2,50,0,120,16,2,0,90,45,62,6,617,147,114,185,1,0,0,13,105,2,30,0,2,I,0.20519254
3162,20100318,23,23,C,490,0,0,0,0,20,0,117,14,1,0,20,20,17,6,154,141,132,44,2,0,0,13,0,4,40,1,3,G,0.73606852
3163,20091203,19,19,C,150,1,193,3,2,0,0,299,2,0,0,0,0,0,0,286,184,117,111,1,0,0,7,290,1,50,0,4,B,0.650786226
3164,20100318,23,23,I,504,0,0,0,0,30,1,7,10,1,60,56,56,42,7,348,88,84,0,0,3,0,13,0,-2,20,N,0,I,0.095896165
3165,20090917,17,17,C,276,0,17,55,0,94,0,120,6,1,0,94,94,70,7,538,124,118,137,1,1,4,13,186,-2,25,N,0,B,0.494577557
3166,20090917,17,16,I,129,3,92,13,1,25,0,112,10,2,0,45,22,22,4,431,125,117,114,1,0,14,13,198,7,30,0,5,B,0.287268032
3167,20090917,17,16,T,114,1,35,20,4,21,0,119,10,3,0,76,25,20,4,360,135,119,99,1,0,6,13,117,0,20,2,0,B,0.195974956
3168,20100318,23,23,C,107,6,32,28,3,25,0,120,18,2,0,55,28,22,3,573,155,115,177,2,0,19,13,89,-1,35,T,-1,B,0.986805362
3169,20100318,23,8,T,108,7,29,24,3,10,0,120,2,2,0,17,9,9,1,305,218,119,127,1,0,27,7,100,-2,30,N,0,B,0.829160246
3170,20091203,19,19,C,397,0,0,0,0,20,1,16,10,3,60,60,20,21,25,217,74,69,0,0,3,0,12,0,1,10,0,0,I,0.288161178
3171,20100318,23,23,C,285,0,45,13,0,40,0,47,16,0,60,0,0,35,4,646,105,99,91,1,2,0,13,98,5,15,3,2,I,0.734219951
3172,20091203,19,19,C,141,2,34,21,3,0,0,78,12,2,0,56,28,20,14,555,127,105,148,1,0,17,13,70,0,30,2,1,B,0.60502108
3173,20090917,17,16,C,206,0,28,19,0,50,1,3,11,1,156,68,68,49,7,587,92,86,0,1,1,17,13,77,5,35,6,9,I,0.045077127
3174,20090917,17,16,C,420,0,0,0,0,30,0,124,4,1,0,30,30,33,9,104,150,135,40,1,1,0,13,0,4,55,1,2,G,0.559168935
3175,20100318,23,23,C,121,1,6,7,7,42,0,579,1,0,0,0,0,0,0,22,395,199,40,1,0,0,5,40,8,80,1,9,G,0.067413092
3176,20090917,17,16,I,222,0,27,36,0,100,0,33,10,2,100,93,47,65,7,655,98,97,59,1,2,27,12,69,1,25,0,1,B,0.008837784
3177,20100318,23,23,C,208,0,27,14,0,10,4,2,20,1,70,50,50,20,4,594,103,97,0,1,2,8,13,95,0,20,3,0,I,0.872802867
3178,20091203,19,19,T,513,0,0,0,0,40,0,124,7,1,0,40,40,54,85,90,154,128,40,1,1,0,13,0,6,20,0,9,B,0.853987628
3179,20091203,19,19,C,206,0,31,14,0,38,0,79,10,1,38,20,20,23,16,335,118,108,66,1,1,4,13,86,1,15,2,9,B,0.905972535
3180,20090917,17,16,T,94,1,24,22,4,50,0,61,10,2,50,68,34,28,5,393,115,106,52,2,0,13,13,75,1,30,U,2,I,0.853006137
3181,20100318,23,23,T,126,3,61,18,4,40,0,133,18,2,0,80,40,37,3,1187,137,112,359,1,0,38,13,220,-2,15,N,0,B,0.638906035
3182,20091203,19,19,I,120,2,24,23,5,0,0,107,11,2,0,50,25,24,19,415,142,117,122,1,0,12,13,78,0,30,N,1,B,0.94383452
3183,20091203,19,19,C,255,0,20,10,0,20,1,12,9,1,40,10,10,18,18,216,150,96,0,0,2,10,12,50,-2,10,5,3,I,0.555286495
3184,20100318,23,23,T,147,2,68,14,2,0,0,136,14,1,0,35,35,26,3,756,122,108,190,1,1,4,11,105,-2,20,N,0,B,0.080623224
3185,20090917,17,16,T,100,2,25,31,4,14,0,117,8,2,0,57,29,21,5,284,170,119,92,1,0,17,13,64,1,10,6,7,I,0.624225797
3186,20090917,17,16,C,185,1,27,21,8,80,2,3,9,1,120,25,25,33,6,473,105,90,0,1,1,0,12,70,4,15,0,3,B,0.316566264
3187,20090917,17,16,C,434,0,0,0,0,20,0,57,7,2,20,40,20,18,10,84,147,128,20,1,0,0,13,0,6,30,5,9,I,0.873728493
3188,20100318,23,23,C,544,0,0,0,0,12,0,37,13,2,24,48,24,19,5,246,91,86,12,0,3,0,12,0,2,40,0,1,I,0.531477712
3189,20091203,19,19,C,288,0,29,9,0,110,0,120,8,1,0,110,110,51,30,442,115,102,107,1,1,12,13,128,3,25,3,1,G,0.212104918
3190,20090917,16,16,C,176,0,45,10,0,26,0,148,9,1,0,26,26,18,4,295,182,117,114,1,0,75,12,90,0,30,N,0,B,0.81427275
3191,20090917,16,16,C,289,0,15,7,0,18,0,119,7,2,0,50,25,20,5,275,124,116,70,1,1,0,13,105,5,55,3,7,B,0.965428803
3192,20090917,16,15,C,113,2,20,24,1,20,0,117,9,2,0,40,20,17,4,348,140,119,98,1,0,10,13,54,0,15,1,2,B,0.056833805
3193,20090917,16,16,T,348,0,20,7,0,40,1,16,9,1,40,12,12,26,7,205,111,99,0,1,1,9,13,47,2,25,0,0,B,0.054248403
3194,20100318,23,23,C,138,3,63,36,3,72,0,140,15,2,0,117,58,33,3,1401,122,111,376,1,0,9,12,228,2,25,6,0,B,0.705676136
3195,20090917,16,16,C,197,0,31,8,0,55,0,117,5,1,0,55,55,31,5,326,122,114,83,1,1,59,13,82,-2,10,2,1,I,0.416711146
3196,20100318,23,22,C,136,1,28,11,2,15,1,17,18,3,15,105,35,24,5,496,118,110,91,2,0,0,13,62,3,25,6,5,B,0.288453716
3197,20090917,16,16,I,429,0,0,0,0,61,0,131,5,1,0,61,61,38,7,183,129,111,47,1,1,0,13,0,3,75,0,9,G,0.734871005
3198,20091203,19,19,C,182,0,20,7,0,10,0,142,1,1,0,10,10,10,0,62,170,127,40,1,1,0,6,143,1,30,1,0,G,0.767878707
3199,20091203,19,19,T,177,0,16,2,0,25,1,8,7,0,25,0,0,25,23,303,106,97,0,1,2,0,12,31,-2,20,N,0,B,0.270824272
3200,20100318,23,22,C,156,1,49,16,2,35,0,152,15,1,0,35,35,28,4,736,117,109,182,1,1,51,12,196,3,40,0,1,I,0.716768718
3201,20090917,16,16,C,129,1,29,25,1,13,0,122,8,3,0,99,33,36,4,462,130,116,128,1,0,1,13,143,1,20,4,0,B,0.317277411
3202,20090917,16,16,C,344,0,60,1,0,10,0,121,10,2,0,30,15,11,10,67,185,158,40,1,0,0,13,60,-2,55,N,0,B,0.456221659
3203,20091203,19,19,C,283,0,19,10,0,20,2,12,10,1,77,15,15,24,28,225,99,88,0,1,1,0,13,188,1,25,0,0,G,0.705979634
3204,20090917,16,15,T,329,0,10,18,0,36,0,128,6,1,0,36,36,32,7,215,129,122,56,1,1,0,13,90,1,55,0,9,B,0.696405532
3205,20100318,23,22,T,127,1,36,23,5,40,0,77,10,1,40,69,69,78,11,430,128,109,99,1,1,7,13,104,4,30,2,8,G,0.459322907
3206,20090917,16,16,C,212,0,21,10,0,0,0,206,1,0,0,0,0,115,23,50,268,152,40,1,0,0,8,207,1,10,0,0,G,0.225486269
3207,20100318,23,22,C,204,0,30,7,0,20,0,37,16,2,60,20,10,22,4,523,98,96,38,0,3,0,13,69,1,55,0,0,I,0.131996072
3208,20090917,16,16,I,162,1,29,17,3,25,0,36,8,1,25,30,30,16,4,344,122,112,86,1,1,8,13,124,1,25,2,0,I,0.358961242
3209,20091203,19,19,C,98,3,13,15,5,25,0,138,8,2,0,75,38,34,22,408,159,124,124,1,0,0,13,64,2,40,4,2,I,0.075856357
3210,20090917,16,16,C,178,0,20,37,0,40,0,120,10,2,0,66,33,24,5,497,120,116,127,2,0,4,13,81,-2,15,N,1,B,0.708273423
3211,20091203,19,18,C,147,1,9,10,2,20,1,14,7,0,20,0,0,44,36,186,184,111,0,1,1,0,12,45,3,40,1,1,I,0.195027842
3212,20100318,23,22,C,105,6,34,60,5,0,0,91,17,2,0,125,63,43,3,1181,129,112,329,1,0,4,13,93,-2,30,N,2,B,0.211530838
3213,20091203,19,18,C,218,0,35,2,0,43,0,157,6,1,0,43,43,27,23,257,126,119,66,1,1,0,13,70,1,25,6,6,G,0.779244142
3214,20091203,19,19,T,206,0,27,3,0,14,1,12,8,0,49,0,0,22,68,125,73,68,0,0,3,0,13,27,4,40,1,2,G,0.434290072
3215,20100318,23,22,T,103,7,34,34,2,63,0,119,17,2,0,124,62,45,3,1181,134,116,328,1,0,23,12,82,-2,15,N,0,B,0.457206285
3216,20091203,19,19,C,372,0,15,13,0,35,0,178,6,1,0,35,35,26,27,215,114,102,39,1,1,41,11,193,2,35,1,1,E,0.141066175
3217,20090917,16,16,C,155,1,32,19,1,20,0,129,10,2,0,54,27,19,3,637,117,109,138,1,1,0,12,86,0,10,N,1,E,0.242810912
3218,20100318,23,22,C,504,0,0,0,0,15,1,15,8,1,45,16,16,22,6,195,88,84,0,0,3,0,13,0,0,15,3,9,G,0.160171041
3219,20100318,23,22,C,99,6,35,26,2,92,0,131,14,2,0,172,86,68,4,1157,125,112,306,1,1,35,13,60,1,20,0,0,B,0.36037824
3220,20090917,16,16,I,234,0,21,24,0,60,1,7,8,0,60,0,0,21,5,273,147,91,0,0,2,22,11,73,1,30,0,0,E,0.291610963
3221,20091203,19,18,C,327,0,65,2,0,20,1,24,9,0,40,0,0,24,18,300,104,95,0,1,2,54,13,65,1,40,4,4,I,0.298136734
3222,20090917,16,16,T,126,1,15,1,1,46,0,372,1,0,0,0,0,46,22,20,413,205,40,1,0,0,6,15,2,35,0,1,B,0.162147304
3223,20100318,23,22,C,101,2,22,8,3,35,2,10,15,3,62,85,28,25,6,290,120,102,20,1,0,0,12,59,6,30,2,3,I,0.842039994
3224,20100318,22,22,T,477,0,0,0,0,26,0,121,9,2,0,46,23,24,4,197,132,126,53,1,1,0,13,0,1,30,0,2,B,0.070035849
3225,20100318,22,22,C,122,2,13,18,9,0,0,2,11,1,0,30,30,25,5,274,145,107,70,1,1,0,12,114,4,40,1,2,G,0.054761177
3226,20100318,22,22,C,288,0,40,2,0,32,0,119,7,1,0,32,32,34,5,273,127,122,71,2,0,75,13,80,4,40,0,2,B,0.678537389
3227,20091203,19,18,C,96,2,23,4,2,10,0,121,6,2,0,30,15,24,41,138,207,126,54,1,0,0,13,46,2,15,2,1,I,0.888079546
3228,20090917,16,16,T,103,5,25,47,3,40,0,134,10,2,0,80,40,31,5,554,152,115,165,1,0,6,13,78,-2,15,N,1,B,0.418887349
3229,20100318,22,22,C,124,2,10,19,6,15,0,113,14,2,0,25,13,15,4,248,134,123,68,1,0,0,13,46,-2,15,N,0,B,0.778794834
3230,20091203,19,18,C,355,0,9,16,0,16,1,16,6,1,31,20,20,21,43,143,91,86,0,1,2,8,13,71,7,70,0,4,G,0.564957579
3231,20100318,22,22,I,470,0,0,0,0,22,1,17,10,0,22,0,0,22,7,136,151,95,0,1,1,0,11,0,3,55,0,7,E,0.287160122
3232,20100318,22,22,T,101,2,34,17,4,27,0,120,14,2,0,56,28,31,4,558,134,115,158,1,0,0,13,143,5,55,0,1,B,0.264782378
3233,20100318,22,22,I,101,8,30,47,2,0,0,86,17,2,0,105,52,38,3,1094,125,112,303,1,0,8,13,71,0,5,N,0,B,0.418461383
3234,20100318,22,22,C,115,3,27,70,9,69,0,121,16,2,0,180,90,52,3,1190,125,112,315,1,0,1,13,135,3,30,0,3,B,0.343237243
3235,20100318,22,22,C,240,0,31,9,0,46,0,122,11,1,0,46,46,43,5,388,121,117,99,2,0,0,13,70,2,30,2,6,B,0.061872144
3236,20100318,22,19,C,100,2,31,29,6,100,0,129,6,1,0,100,100,85,16,267,139,122,72,1,1,4,13,182,2,25,0,4,B,0.00404336
3237,20100318,22,22,C,100,5,34,44,3,60,0,121,17,2,0,105,53,41,4,1097,123,112,295,1,0,24,13,126,-2,20,N,1,B,0.056930991
3238,20100318,22,22,T,294,0,50,15,0,49,1,14,12,1,153,52,52,40,6,504,73,71,0,0,3,8,13,149,1,50,0,4,G,0.852345689
3239,20090917,16,15,C,341,0,30,2,0,0,0,324,1,0,0,0,0,20,2,77,112,109,0,0,3,0,11,30,-2,15,N,0,I,0.041164818
3240,20091203,18,18,T,302,0,19,8,0,10,2,14,14,3,60,30,10,11,8,301,139,91,0,0,2,10,10,50,1,10,6,0,E,0.14833783
3241,20090917,16,15,C,135,2,23,22,2,0,0,64,6,2,0,29,15,14,4,192,177,111,73,1,0,4,11,63,-2,20,N,0,B,0.342135665
3242,20100318,22,21,C,534,0,0,0,0,40,0,124,7,1,0,40,40,43,6,170,132,120,46,1,1,0,13,0,2,15,2,1,B,0.722487079
3243,20091203,18,18,C,120,5,30,29,2,22,0,114,13,3,0,79,26,21,24,465,140,116,136,1,0,26,13,48,0,25,N,2,B,0.766436056
3244,20091203,18,18,T,316,0,40,1,0,37,1,15,10,2,37,53,27,31,25,325,105,101,0,1,2,0,13,40,-2,20,3,3,B,0.282135599
3245,20091203,18,18,C,157,1,40,11,3,15,0,180,10,0,0,0,0,23,23,498,132,103,104,1,2,63,11,111,0,5,3,1,E,0.969471472
